release,release_date,filename,url,md5_hash
DepMap Public 25Q3,2025-09-25,CRISPRGeneEffectUncorrected.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRGeneEffectUncorrected.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRGeneEffectUncorrected.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=h8Vg1BID%252FV2WSDDRCiaa%252BX1GX11rehuSCBk5gLhBDntNFmNDePE0uQ%252BiTOHDTW9d6MIik4%252FR%252FJtX0VAkXPjSsZhqs7McobsM4lXB%252BosqP7BWqEJ%252F0ylsyjNZ95liV1zHzlIflqejKGSLB62xvdiVceXdznD%252B5v%252FPk%252FyxA2J1yrUAZQYEoh4sehPks%252FVtqBNSRCc4wIur0qGhNgXErRxdHUAcJRFhZJ%252FtcNrzFXLQGsOKuPk9G7I9WiATJNXRxdLxSJdws9%252B2AZNTbflV9hb3F%252FzMjQdG5fvCBM8BYErDreOfuyevZli%252Fj4rObnSWerQjTeRJjsJhxyIbIagyA%252FcpmA%3D%3D&userProject=broad-achilles,790bf5e827ae81d1938bf7b04cd0124a
DepMap Public 25Q3,2025-09-25,CRISPRInferredLibraryEffect.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredLibraryEffect.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredLibraryEffect.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=h%252FBQV0iTsm7FOa74lTcsOfJPctfNaudTWnOUKWmLnxcOz0CYos%252FZbdJvfprxYZVsuCpTz3VEm3Ih7jAGz7IXgunYY8MaDqgPaxo5G7FHB%252F%252BdEpdXIZGrt7x4TRG10M3rdwdRoo0HR7ySlFzqp0VV1qZRKwfpVTvYUKVZByehEY44teCvWLNTL9mQ3MrkBC6%252BlIk2N640ANgxYbHuqVyiRGQh3%252BzTZi4nCOO3aKg45sxZi7nJB4OMoTB2X3npQgPK1hrcT7TE3lAtA%252FlIawfHFdYIyIs8T9QAgHVYpq4xNeGlETaThXCXjvqtSw8y4wxShYKO%252FlFJKD%252F1IaaNg%252FIfaQ%3D%3D&userProject=broad-achilles,600e310905d0dd8cbb8d74c54b2f52d5
DepMap Public 25Q3,2025-09-25,CRISPRInitialOffset.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInitialOffset.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInitialOffset.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=J8j0CWD9YQ1e5nygyfGNRrmzaGuO7LnEhXyFnK4Bd6oJckOyh52bk%252BGjEljgmy9HqNA8NuXYySbiaPY4YK2hNmCPE%252Br7VRPra0ylcyazOmPazuIBNgHuVa3dG74Jnr7900mjWu7LhClbTmCDBDWgwDUEc%252BYFrdhsjDiF5Szji%252BY40hMCdkwoBjuBPTcwKsAOPrgI%252BL%252B%252BIkpBtm%252B4GEQ0G9ysciAc4ly8fyj8g4csejPFz%252BLQS5RvocCuds8DrLTjInWj3zuTWi0Rz6t8oeAFK1%252FytY5PkjnrnYfRnMsRIYXCEdtcs0gtt16vX7rYmaevrZGYzmDr9m3ksEWU7kWu8A%3D%3D&userProject=broad-achilles,6b48e038f497b6d9a5d8aef6e5da72b1
DepMap Public 25Q3,2025-09-25,CRISPRGeneDependency.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRGeneDependency.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRGeneDependency.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=J9d77IJ6VDhXjNmHIDnkto979L9AWoZd5O6zU2Yu%252Fq95ZE6GG8GJ%252B%252BEFHF1SmxwYT8%252FHPARcWZX2vbUBVOWRhbuvNt1HfhpVXrWIKbkpSr%252FgPapXzVteVx5K9hckfdUO1BpxM1BAclIREH3UKN2jP%252BNZqUvyLIqXD%252F%252F7cXaUUyTqUqdiuPD0vDZlT0UmxlxShuiipBwrFSLvHn%252B0%252B%252BB8ArTW%252F5nUQQcv8c754iE5fhxARU910l6%252BV%252Bhw4l49s8%252BPjNrfuOdjkzPOLo0QvNe6SUYqYRbm7LtgTPMbQyWLznbErXSu00AzVGvZDzugdoomsaukcA6Mh4cetdwvrrF%252BxQ%3D%3D&userProject=broad-achilles,4cff08ca439440782afe646303d5784b
DepMap Public 25Q3,2025-09-25,CRISPRInferredGuideEfficacy.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredGuideEfficacy.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredGuideEfficacy.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=TfXYXWbkCfQnpWpyHqodH5eDIo6q4bK1pakVKd8XATXZAlJRllXLc%252F4HiMlZIAQwc%252BUu4gTBZ5hwhDLPLfT0hbiwLZjGb%252BtQPtre3fkU2ItAxCJZudd5a6UCFP4wQqpWdUxQJwTYEs9qzAHz5yv%252Bu8L3h2CYHrou2U82ktVJbOhZpjo0ghYMU7oa%252F4tTuI4LAuWmpOssxd9W4TZszBhPrxTvWKoAE3%252F8YVThOzZLfu6BlvVATj6EsRAVv6TmLuNNO3HDXO9TbxdDRy3PBTyrx1xN2kAD%252FqHExztJDahdkLO3xoTB%252Btm9YGj4Nnj1biuHfiQTGvmydiW2J47e%252BkLJzQ%3D%3D&userProject=broad-achilles,bd645054d312b642711189f080ff9c9b
DepMap Public 25Q3,2025-09-25,CRISPRInferredModelGrowthRate.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredModelGrowthRate.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredModelGrowthRate.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=gx1ZaNtp493bMqwsumwXa79ujfWIdjdjI7kku7RIXCjqTWdUqZQh67t8P%252BUu6xSIaHbxkYZNv0cxgOYq1c7YHRgK9KugoD4ZCkitH76K1MUkLBuEc2vVNtWK%252Bv4g7nyq4O57LBPefydFLGw3fByheRj%252FUApNXzVygkEDDEIxK%252BIj5TBA8zVNyXBnCeTa19Nq%252BEuL%252FxEd9tRLvKI%252BY77MhEaxGHpsKy6YNoXOPckPg%252FqSAaFYDAEYnsiuHKbzI0Ehs4pkDeJ01QH4TejP0ZQf5UlNYER5m7aACpRwD%252BtM9poucD0PAHdxEOR5mmb%252BLBZdRrsegMbp0NjkVpbW1e3IPg%3D%3D&userProject=broad-achilles,10da31c7b7c98a722152f42c2bb8b30e
DepMap Public 25Q3,2025-09-25,CRISPRInferredModelEfficacy.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredModelEfficacy.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredModelEfficacy.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=BmqUiNgufEMsGS616FCw0g0LzT6LteosLz8I%252BdVx9w77YhKW%252F6bhI6AGrLowW8%252BffxaJ0ukGTZL782cY7ivoFn5y76k5jbSFWxV0yZNqhyrMHdZ%252FJdQ2%252BEFazurCYe%252BOIUjT2dB45br4wMgBkeaq8FS7%252Fg%252FuoaG9VFvFFYl0jDdvIRN4%252FHdNn%252Blkj5OXuLxvZ4Pn45tjFRbXw4d2w4CgIlXlN358FHqGTLlbisRHO0bAInqhsWo5idgEheFwGw8XagmC9GOnTt8ykb0o15eKCN3o2Cb50oJRh3%252FqZT7CVgTHoKOMyaB52wnX6jhBWkj1bGttL4NY7rb3iLdSUO4HcQ%3D%3D&userProject=broad-achilles,f2c0d8737bc6755f9f7f5d5d712e52fd
DepMap Public 25Q3,2025-09-25,CRISPRInferredSequenceOverdispersion.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredSequenceOverdispersion.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredSequenceOverdispersion.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=lTEZ6B8im%252Fi0TBRguLXkvlCh6vS7cxExSrSxwbF6JgrjLvoz0vcG0tMdTi%252Baz4T8sxYga%252B8FssXgasxXSUyCyXPk7CKCl8e6zePDY5ml8qqsgrMA2JPZ9hJVN%252BGQGa%252B0tZnw7ScLKB5itjnLHMY%252FPCBs5p8namr8ZpY7l%252FeXmwSevWzeXGZxexPNqc0ywxUr20ETVMGIV%252FptKdXYSQ8ie2zlK8%252B8kXJ8f786%252FwQ3JjlPyALqhPIDZbnTmJVWj%252BICYLs16aR6AO%252FnIpyQ%252BE0GgNEIT6016vqn%252FGxldMDeqC57cc%252BnBjXv6O9lefLqhAN3unRysy6Pz%252FJJ7dy%252BzYd4Pw%3D%3D&userProject=broad-achilles,e4a694cf53efc35e92d6adc26ecb5d2b
DepMap Public 25Q3,2025-09-25,CRISPRInferredCommonEssentials.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredCommonEssentials.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredCommonEssentials.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=jpMWHJK4A0s4r2%252BS%252B13ACNl0gvDzGqrxKskHGO6R7LXT6QG%252BedT0MI5hN9ti3BfZKMJInptIxIn9IaZ6IzxVSw3xjkywU8pSN%252Bt%252FTlCiRiWEkNX8FZC7hrNOziJft0ORBgf7dT3d6paFMjR9D5pi55J7rvTB3lGclFaFCEmQBc7DllHfBLSDXMdup7pv%252FZ4HZaT8Mmidi9Ro3n69yYo8UmH5%252B%252FAiJzH1KlVrxdmi16zEnxhH0qm3KK5K77Uuzp%252ByeENowdmhuMmGkLoXeUYTKelxZEVmlKGtSwv%252FDyqrVMeMmD4ETScjvJhPXOD55NNHiLpxYcPbdfdVra8LWV9lsw%3D%3D&userProject=broad-achilles,106d87fad497a60430d2bf75fcbc5d7a
DepMap Public 25Q3,2025-09-25,AchillesCommonEssentialControls.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/AchillesCommonEssentialControls.csv?response-content-disposition=attachment%3B+filename%3D%22AchillesCommonEssentialControls.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1774567611&Signature=c1pqOpQnjWmVTFomrYPpLrKkOnfsgrrezs%252FYOTj1%252BM2qQ7v%252FvJVlNU9KlFUF60QRPQddc1zNOA4sQ3eF59mMA05nET1HcL98gnTuz1t3yjpJJiJiRWOc66knViQWduhTTxasytbmKsTWsyhZPdJSHgLB1epDIz%252Fhm%252FO%252FVwgaXSD4cEzFAyD5GYrnmKw%252FjRyBcOmsf8SToOpuTNSd1Wsx9u5WyrKHd7cU80VSfvolzQkyiKyHFXFS2KN3xfydaGn0%252FUWOHgyMXJWrIHXJ%252FlmwWaUrtIV%252BYzduTnUNgQbHC9k8kYMX9SyMpSxlOw0obSf2gLDTp758bH%252BBFGSSS%252F1wng%3D%3D&userProject=broad-achilles,3aff5af7acc908a459ce32c36959cb92
